Comments_in_chinese,Rating,Ground_truth
有负分吗导演请负分滚粗电影圈从小学一年级念起再上一遍学好吗。我们要热爱祖国团结少数民族。这部电影从头到尾都在羞辱阿凡提，羞辱少数民族智慧的象征，低俗到令人发指，破坏善良纯洁智慧的少数民族在全体中华民族心目中的形像，导演居心叵测，意图破坏民族关系，其心可诛。,1,N
毁童年,1,N
误导小朋友,1,N
捏着鼻子看完 你就知道现在的中国被渗透成什么鬼样子了,1,N
祝好,1,N
"北野武这个面无表情的面瘫男人确实太让人兴奋了，好好看看这部电影吧，把暴力演化到极致，又夹杂进温情，真的很推荐！

更多电影评论，我的博客：blog.sina.com.cn/bluesliver",5,P
大佬应该是最能反映北野武一贯风格的片子吧，期间的兄弟情义在如此残暴如此戏谑的情境中居然也显得动人，新宿事件很像大佬，但是大佬却显得这样意味悠长，虽然在美国拍的，虽然很多美国人，墨西哥黑帮，但是骨子里却透露着浓浓的日本情节。,5,P
山本最后以自己的死救了denny，但是其实那个旧包是为弟弟阿健准备的，只能怪他怂，最后关头一个人逃跑。,5,P
叙事和剪辑与故事要传达的内涵配合得天衣无缝，没有一丝拖泥带水，把武士道精神中的决绝、承担、义理毫无掩饰直截了当的射入观众灵魂深处。,5,P
看到最后还是忍不住给力五星，又冷又硬，却又五色动人，像北野武面瘫一半的脸，XD。这应该不是他最好的作品，果断开始补北野武。,5,P
①剧情缓慢而流畅，虽然慢但来的太刺激。②寺岛进演的加藤真男人。③仿佛时间永远定格在了山本走出酒店的刹那。④久石让的配乐改天要认真欣赏。,5,P
校园恐怖片，卖肉为主，很烂，基本的配乐和调乐都没好好做。,1,N
这是什么沙雕电影，看了10分钟，恶心了一晚上,1,N
姑娘好看,1,N
凶手起码应该50岁，这演员选的太不严谨，后半部分快进，无聊的一片，要啥没啥,1,N
我一定是有病才会点开这部片子，女主长得就很姐妹会，那玻尿酸打的厚厚的一直嘟嘟闭不住的嘴唇，感觉她的女闺蜜更适合女主这个角色，还有她爸的女上司，完全没演技，分分钟看中来就像是个网红蹭角色，想说选角导演是不是脑子有屎？？？？？？？,1,N
杀人做成玩偶，题材老套，镜头切换，啥都看不清，小成本垃圾片，就是看大胸妹呢。。。视觉疲劳,1,N
这其实是一个宗教宣传片吧,1,N
一个大胆的猜想：直觉是一种比五官感觉丰富得多的感知世界的方式，只是人类还没有充分释放直觉的能力，不能随时调用直觉，不能充分解读直觉，也没有充分信赖自己的直觉。也许是需要更多的时间进化，也许人类还没有遇到一个契机。,5,P
打开自己，看到宇宙看到世界。感受到彼此，放下困惑怀疑畏惧等一切杂念。感受彼此的能，给予事物你的能，事物同样推送它的能给你。无需再争夺能，人人都能给予。,5,P
这个世界只有能量，物质是最粗糙的显现,5,P
德芬姐推荐怎能不看。虽拍得不是特那啥，但是嘛，总的还说还是对ability&energy做出了初步的诠释，还是得看看吖！,5,P
作为电影恐怕算不上好电影。但是影片所要传达的Insight全部完整传达了。这大概就是我所常说的那种呼吸顺畅的感觉吧。据说书比电影更好看。一定要找来看看了！,5,P
That is true.,5,P
西方自古以来便是崇尚理性和科学，缺少东方对于精神世界的追求，所以现在当物质已经充斥，社会充满暴力和斗争，逐渐形成一个所谓正常社会框架的循环。但是一群可能是注定选中的人，开始觉醒起来，去用超过普通世俗的眼光看待所有的一切，这便是灵性科学。,5,P
娘啊,1,N
"""Science fiction fans will feel gypped, disaster movie fans will appreciate about 10 minutes of screen time and be bored by the rest""",1,N
超莫名的科幻災難宗教片,1,N
《路边野餐》所有被科班吐槽的技术问题，《走近科学之冥王星时刻》aka逐梦贵州演艺圈都要糟糕十倍，不知道北电的同学们怎么看嘻嘻,1,N
章明导演第一部在院线跟观众见面的电影，呈现却是如此尴尬。试图呈现艺术电影拍摄的艰难历程，但内容却跟片中难产的剧本一样，随意而失控。关于古村落与传统民俗的探寻，是影片中的唯一亮点，可是却悬置于剧情之外，格格不入，从而沦为被窥视的对象和西方评委眼中的卖点。片中平民调侃艺术片导演，艺术片导演调侃商业片导演的桥段，恰恰成为一部分陷入过度自恋和自我的艺术片导演的隐喻，既跟社会生活相脱离，又不容于主流商业机制。即便如此，影片还通过制片人的国际范儿，强调某种知识精英的趣味和独特性，只能让人反感。大量一语双关的台词，看似精心，其效果却是刻意与矫情。让人如坐针毡的110分钟，一叹。,1,N
谜之喜欢,5,P
sb,1,N
这个不错，不过好像有部英国电影跟着差不多,5,P
Sandler太帅了,5,P
喜欢的片子，孩子的眼神刺痛了你的心,5,P
亚当 总算正常一回啊。,5,P
虽然俗套，可是真的很爱橄榄球！,5,P
Long Way Home. OST is good.,5,P
与现实惊人相似的未来，除了乌干达飞人,5,P
名演员原来都喜欢当旁白……,1,N
喜欢男女主演和西恩。潘,5,P
上课老师放的呀。活活看了我们四节课。得出结论：亚历山大是小受吧。,5,P
看的是3个半小时的最终剪辑版，绝对宏伟的史诗巨制。,5,P
光看个结局就可以给5！,5,P
孙建的角色画龙点睛。,5,P
西方的吸血鬼片 真心不好看。。。这片剧情太多  激情出少之又少。。,1,N
1。最终剪辑版。2。亚历山大是古今中外所有有人中最伟大的。3。同时他也是最帅的，科林法来尔还差点。4。电影大剧情基本忠实“原著”，小有篡改。5。强悍的托勒密的戏份太少了。6。男人间的爱是最美好的感情。7。大战只拍了两场，最想看围攻推罗之战，没有，同时也没有表现当时的战争科技，比如攻城机,5,P
李修贤出场没多久就死了。。。。,5,P
感人至深的剧情，加上实力派演员的演绎，给予5星评价,5,P
悲剧结尾的SB剧，但正是当今现实写照！,5,P
"邵氏少有题材，一黑到底。
白彪牢里反杀罗烈打戏好看。李修贤二十几分钟就死了。最后罗正死前换了两个不亏。",5,P
这才是正义！,5,P
法理问题：杀了被认定无罪的杀人犯之后该怎么判决。日剧对这种纠结灰色的问题的演绎还是很见功力的，整个剧的气氛因为有了老爷而非常平稳，推荐。,5,P
五星全给老爷！心都碎了TT。。。,5,P
五星！,5,P
md，就这样都挂了？里面有反派这个东西吗？,1,N
最后和女主幸福的上路，五星吧。熊大熊二与光头强和好了，阿凡提也和巴依老爷同行了。没办法,5,P
唉，，，我阿凡提也遭此毒手了。唉。。。。。。。。。。。。。。。。。。。。。。,1,N
垃圾电影！毁童年！整部电影就看阿凡提谈恋爱？？！！情节超级弱智！！！跟小时候看的阿凡提定格动画没有一毛钱关系！,1,N
为啥要摒弃定格动画？以前动画片阿凡提声音辨识度太高了，换了配音不适应啊。,1,N
北野武血统的电影 一部黑帮片却总能让北野武拍的包含着些许童真 还有那种微妙的兄弟情十足让人惊叹 北野武的电影需要品 味道才会慢慢出来 我觉得想真正了解kitano 这些电影还要再刷几遍吧 最后 着实大爱结尾 和 整片拍随着日系风格的服装,5,P
这一碗冷饭炒得啊……缺一瓶海天拌饭酱！,1,N
彻底毁了,1,N
北野武把日本黑帮文化移植到美国，社会背景被弱化，异乡人的身份却很有意思。保持着自己一贯的影像风格。废话少，血浆多。外表冰冷，内心炙热。够意思。,5,P
妹子不错，就是故事差了些，如果故事更丰满一点就好了。,1,N
这种画质的电影从来都是烂片。,1,N
没看完，晃的头晕,1,N
没有ps的身材,1,N
一大堆与剧情无关的内容，为什么杀其他人一句话没有，杀女主却逼逼那么久？想拍一个用美色吸引人的电影，你却连正常血腥片露点的尺度都没有，想靠剧情取胜却又俗的不能再俗,1,N
真的是垃圾电影！,1,N
难看！！！,1,N
下次看片前应该先来喵一眼评分。,1,N
塑料姐妹花,5,P
凶手的妹妹是被女主的母亲姐妹会害死的，却和女主是同辈，shit，这个反人类反逻辑的bug真的是让人头疼………,1,N
太shi t了，女的被捅都不叫的，凶手的年龄也明显不对啊，是在暗示其实真凶是彩蛋那个人吗？杀前几个都没的说直接捅，到女主这有直接关联的，反而说那么多又失误频频，果然死于话多,1,N
只想看看3的标准是什么，只能说目的达到了。,1,N
raj和这里面的Hugo，我从来都没有什么共鸣的感觉，开什么玩笑。。。哈哈哈哈哈哈哈哈。。感性的事当然就要用无比炙热的自我的吹毛求疵的感觉去对待嘛。,5,P
场景镜头和剧情穿插的拍摄很有意思。结局美好到不现实，我还宁愿是个遗憾。女主装扮太美，男主有趣，配角也很出彩。,5,P
I love this film. Reminds me so much about him.,5,P
看不懂。,1,N
有些看不懂,5,P
如果你以为情节都是虚构的，那你就大错特错了,5,P
喜欢的风格,5,P
老天 如果可以给它打十颗星！力荐中的力荐 美丽的电影！,5,P
作为文德斯和安东尼奥尼的粉丝，实在是很喜欢章明导演，相对封闭的环境中人物之间的猜疑、自我放逐和回归的主题，配上隐忍克制的镜头语言，真的就像一首诗歌。其实曾美慧孜的出现和出色的个人形象反而打破了影片前面的一贯隐晦，感觉可以忍痛减掉一些她的镜头。,5,P
作者性尤为突出，与巫山之间构成半明半寐的叠合，对电影、故事、结构、关系的思考，似乎是最原始的那个章明，但是又往前迈了一步，那些湿润、雨水、山林与山林间的往前的步行，实则是一种逃离，现实与虚幻的双重对应，最后归于晨昏交接的死亡丧歌时刻。,5,P
你民工,5,P
就是自由的。,5,P
"上大学时上课看的一部片子,澳大利亚外教介绍的.很感人",5,P
一部電影帶來的關注與思考，和paper T_T,5,P
读书时代课堂上看的片子。粗浅的了解了“被偷走的一代”。政府实施种族灭绝政策时还打着光冕堂皇的旗号，非常可耻！,5,P
就是想看一部没心没肺的喜剧，结果笑到抽了，很满意~ 而且也没那么俗套~,5,P
橄榄球-----纯爷们的运动,5,P
光拉拉队就让对方泄一半了，何况球员还这么热血这么的逼，很难不给力啊,5,P
总算看了个完整版的,5,P
哎哟，伯格曼的叙事无敌了……,5,P
看过的最好的伯格曼 对伯格曼一直不是那么来感觉但这一部还是要向编导一体的大师致敬 这个剧本好极了,5,P
看过但完全不记得看过的电影。,1,N
喜剧版“heaven”,5,P
一贯东阳一，配乐大惊艳（原著简井康隆）,5,P
"14岁的身材,,让我情何以堪..",5,P
不真实不煽情，好看就够了,5,P
美男妖娆啊！！！怪你过分美丽！！为什么一生的挚爱连个接吻镜头都没有~~嗷嗷~小男宠跳舞太美！！！！,5,P
"fear not,my friend,she's only sun of shadow",5,P
如果这些都是真的话，那鸭梨山大就是我心目中的终极偶像了。另外方.基默演的谁？咋就没印象呢？,5,P
